Статус,Тип,Размер,Размер (байт),Путь на продакшене (public_html/),Локальный путь
ЕСТЬ ЛОКАЛЬНО,PDF,1 МБ,1356431,assets/uploads/stipend/Izmenenie-v-polozhenie-2.2024.pdf,src/assets/uploads/stipend/Izmenenie-v-polozhenie-2.2024.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,560 КБ,573497,assets/uploads/stipend/Izmeneniya-v-Polozhenie-ob-organizatsii-pitaniya-obuchayushchihsya-GBPOU-RO-SIT.pdf,src/assets/uploads/stipend/Izmeneniya-v-Polozhenie-ob-organizatsii-pitaniya-obuchayushchihsya-GBPOU-RO-SIT.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,459 КБ,470318,assets/uploads/stipend/O-vnesenii-izmeneniy-v-Polozhenie-o-polnom-gos.obespechenii-i-dopolnitelnyh-garantiyah-po-sotsialnoy-podderzhke-detey-sirot.pdf,src/assets/uploads/stipend/O-vnesenii-izmeneniy-v-Polozhenie-o-polnom-gos.obespechenii-i-dopolnitelnyh-garantiyah-po-sotsialnoy-podderzhke-detey-sirot.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,363 КБ,372118,assets/uploads/stipend/Polozhenie-na-gigienu-i-medikamenty-detyam-sirotam.pdf,src/assets/uploads/stipend/Polozhenie-na-gigienu-i-medikamenty-detyam-sirotam.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,405 КБ,415267,assets/uploads/stipend/Polozhenie-na-odezhdu-i-obuv-detyam-sirotam.pdf,src/assets/uploads/stipend/Polozhenie-na-odezhdu-i-obuv-detyam-sirotam.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,359 КБ,368282,assets/uploads/stipend/Polozhenie-na-pitanie-i-prozhivanie-detey-sirot.pdf,src/assets/uploads/stipend/Polozhenie-na-pitanie-i-prozhivanie-detey-sirot.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,430 КБ,440343,assets/uploads/stipend/Polozhenie-na-predmety-pervoy-neobh.-i-kult.-mas.rab.-detyam-sirotam.pdf,src/assets/uploads/stipend/Polozhenie-na-predmety-pervoy-neobh.-i-kult.-mas.rab.-detyam-sirotam.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,447 КБ,458426,assets/uploads/stipend/Polozhenie-na-proezd-detey-sirot.pdf,src/assets/uploads/stipend/Polozhenie-na-proezd-detey-sirot.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,441 КБ,452491,assets/uploads/stipend/Polozhenie-o-dopolnitelnyh-platnyh-uslugah.pdf,src/assets/uploads/stipend/Polozhenie-o-dopolnitelnyh-platnyh-uslugah.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,381 КБ,390629,assets/uploads/stipend/Polozhenie-o-podgotovitelnyh-kursah-detyam-sirotam.pdf,src/assets/uploads/stipend/Polozhenie-o-podgotovitelnyh-kursah-detyam-sirotam.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,419 КБ,429926,assets/uploads/stipend/Polozhenie-o-poryadke-predostavleniya-platnyh-uslug-i-rashodovanii-sredstv.pdf,src/assets/uploads/stipend/Polozhenie-o-poryadke-predostavleniya-platnyh-uslug-i-rashodovanii-sredstv.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,361 КБ,370098,assets/uploads/stipend/Polozhenie-po-denezhnym-vyplatam-detyam-sirotam.pdf,src/assets/uploads/stipend/Polozhenie-po-denezhnym-vyplatam-detyam-sirotam.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,413 КБ,423379,assets/uploads/stipend/Polozhenie-po-vypusku-detey-sirot.pdf,src/assets/uploads/stipend/Polozhenie-po-vypusku-detey-sirot.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,1002 КБ,1026483,assets/uploads/stipend/Prikaz-142-A-ot-10.04.2023-Izmeneniya-v-polozheniya-po-detyam-sirotam-2023.pdf,src/assets/uploads/stipend/Prikaz-142-A-ot-10.04.2023-Izmeneniya-v-polozheniya-po-detyam-sirotam-2023.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,2 МБ,2459838,assets/uploads/stipend/Prikaz-2-ot-10.01.2022-Izmeneniya-v-polozheniya-po-detyam-sirotam-2022.pdf,src/assets/uploads/stipend/Prikaz-2-ot-10.01.2022-Izmeneniya-v-polozheniya-po-detyam-sirotam-2022.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,1 МБ,1520990,assets/uploads/stipend/Prikaz-25-ot-03.03.2023-Izmeneniya-v-polozheniya-po-detyam-sirotam-2023.pdf,src/assets/uploads/stipend/Prikaz-25-ot-03.03.2023-Izmeneniya-v-polozheniya-po-detyam-sirotam-2023.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,3 МБ,3630236,assets/uploads/stipend/Prikaz-3-ot-09.01.2023-g.-O-vnesenii-izmeneniy-v-Polozhenie-o-polnom-gosudarstvennom-obespechenii.pdf,src/assets/uploads/stipend/Prikaz-3-ot-09.01.2023-g.-O-vnesenii-izmeneniy-v-Polozhenie-o-polnom-gosudarstvennom-obespechenii.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,80 КБ,82082,assets/uploads/stipend/Prikaz-34-O-vnesenii-izmeneniy-v-polozhenie-o-stipendialnom-obespechenii-studentov-GBPOU-RO-SIT-12.03.2025.pdf,src/assets/uploads/stipend/Prikaz-34-O-vnesenii-izmeneniy-v-polozhenie-o-stipendialnom-obespechenii-studentov-GBPOU-RO-SIT-12.03.2025.pdf
ЕСТЬ ЛОКАЛЬНО,PDF,500 КБ,512424,assets/uploads/stipend/Prikaz-99-O-vnesenii-izmeneniy-v-polozhenie-o-stipendialnom-obespechenii-studentov-17.11.2020.pdf,src/assets/uploads/stipend/Prikaz-99-O-vnesenii-izmeneniy-v-polozhenie-o-stipendialnom-obespechenii-studentov-17.11.2020.pdf
ЕСТЬ ЛОКАЛЬНО,DOC,94 КБ,96768,assets/uploads/vacancies/norm/O-poryadke-i-usloviyah-perevoda-vosstanovleniya-i-otchisleniya-obuchayushhihsya.doc,src/assets/uploads/vacancies/norm/O-poryadke-i-usloviyah-perevoda-vosstanovleniya-i-otchisleniya-obuchayushhihsya.doc
ЕСТЬ ЛОКАЛЬНО,PDF,142 КБ,145922,assets/uploads/vacancies/norm/Perehod-s-kommertsii-na-byudzhet.pdf,src/assets/uploads/vacancies/norm/Perehod-s-kommertsii-na-byudzhet.pdf
ЕСТЬ ЛОКАЛЬНО,DOC,40 КБ,40960,assets/uploads/vacancies/norm/Prikaz-Minobrnauki-RF-N443.doc,src/assets/uploads/vacancies/norm/Prikaz-Minobrnauki-RF-N443.doc
ЕСТЬ ЛОКАЛЬНО,JPEG,18 КБ,19180,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.22-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.22-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,12 КБ,13005,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.23-1-300x169.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.23-1-300x169.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,14 КБ,15111,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.23-2-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.23-2-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,12 КБ,12971,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.23-225x300.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.23-225x300.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,12 КБ,12795,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.24-1-300x169.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.24-1-300x169.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,13 КБ,13652,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.24-2-300x200.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.24-2-300x200.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,18 КБ,18632,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.24-3-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.24-3-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,18 КБ,19146,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.24-300x226.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.24-300x226.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,13 КБ,13349,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.25-1-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.25-1-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,17 КБ,18057,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.25-2-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.25-2-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,16 КБ,16778,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.25-3-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.25-3-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,13 КБ,14310,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.25-300x200.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.25-300x200.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,17 КБ,17504,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.26-1-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.26-1-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,14 КБ,14729,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.26-2-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.26-2-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,18 КБ,19294,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.26-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.26-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,15 КБ,15590,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.27-1-226x300.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.27-1-226x300.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,15 КБ,15954,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.27-2-225x300.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.27-2-225x300.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,13 КБ,13426,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.27-3-225x300.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.27-3-225x300.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,14 КБ,14598,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.27-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.27-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,13 КБ,13427,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.28-1-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.28-1-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,13 КБ,13533,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.28-2-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.28-2-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,18 КБ,18612,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.28-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.28-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,18 КБ,18567,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.29-1-225x300.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.29-1-225x300.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,18 КБ,18691,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.29-2-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.29-2-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,23 КБ,23991,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.29-225x300.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.29-225x300.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,14 КБ,14601,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.29-3-300x226.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.29-3-300x226.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,12 КБ,12464,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.30-1-300x200.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.30-1-300x200.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,17 КБ,18087,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.30-2-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.30-2-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,11 КБ,11955,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.30-3-300x169.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.30-3-300x169.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,11 КБ,11628,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.30-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.30-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,15 КБ,16030,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.31-1-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.31-1-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,10 КБ,10437,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.31-2-300x169.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.31-2-300x169.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,12 КБ,12974,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.32-2-300x169.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.32-2-300x169.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,15 КБ,16205,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.32-3-300x224.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.32-3-300x224.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,14 КБ,14889,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.32-300x169.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.32-300x169.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,15 КБ,15996,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.33-1-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.33-1-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,12 КБ,12883,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.33-2-300x169.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.33-2-300x169.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,11 КБ,12069,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.33-300x169.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.33-300x169.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,12 КБ,12383,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.34-1-300x135.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.34-1-300x135.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,13 КБ,13322,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.34-2-300x183.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.34-2-300x183.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,10 КБ,10809,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.34-3-200x300.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.34-3-200x300.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,16 КБ,17269,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.34-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.34-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,13 КБ,13440,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.35-1-300x150.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.35-1-300x150.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,10 КБ,10736,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.35-2-300x200.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.35-2-300x200.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,9 КБ,9751,assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.35-300x200.jpeg,src/assets/uploads/virtualnaya-ekskursiya/WhatsApp-Image-2025-03-02-at-19.39.35-300x200.jpeg
ЕСТЬ ЛОКАЛЬНО,JPEG,16 КБ,17093,assets/uploads/virtualnaya-ekskursiya/первая-300x225.jpeg,src/assets/uploads/virtualnaya-ekskursiya/первая-300x225.jpeg
ЕСТЬ ЛОКАЛЬНО,JPG,95 КБ,98298,assets/uploads/vsoko/vsoko.jpg,src/assets/uploads/vsoko/vsoko.jpg
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,261 КБ,267763,docs/dokumenty/04.08.2025-Выписка-из-реестра-аккредитованных-организаций-№-А007-01276-61-01000428.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,175 КБ,179621,docs/dokumenty/1.Положение-об-организации-питания-ГБПОУ-РО-СИТ.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2494831,docs/dokumenty/2023_Отчет-самообследование.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2131399,docs/dokumenty/2023_Отчет-самообследование.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2490296,docs/dokumenty/Attachments_sitbuh2015@mail.ru_2022-01-18_08-34-54.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,318 КБ,326464,docs/dokumenty/anti-corruption/kodeks-etiki-140.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,606 КБ,621379,docs/dokumenty/anti-corruption/polozhenie-antikorrupcia-143-full.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,162 Б,162,docs/dokumenty/anti-corruption/polozhenie-antikorrupcia-143.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,199 КБ,204100,docs/dokumenty/anti-corruption/pravila-obmena-delovymi-podarkami-144.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,78 КБ,80348,docs/dokumenty/Выписка-из-реестра-лицензий-по-состоянию-на-13-мая-2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,263 КБ,269465,docs/dokumenty/Выписка-из-реестра-лицензий-№-5923-9.06.21.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,264 КБ,270569,docs/dokumenty/Выписка-из-реестра-лицензий-№-Л035-01276-61-00201708-3.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,263 КБ,269874,docs/dokumenty/Выписка-из-реестра-лицензий-№-Л035-01276-61-00201708-5.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,264 КБ,270488,docs/dokumenty/Выписка-из-реестра-лицензий-№-Л035-01276-61-00201708-по-состоянию-на-30.04.2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,269 КБ,275490,docs/dokumenty/Выписка-из-реестра-лицензий-№Л035-01276-61-00201708-07.04.2026.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,230 КБ,236356,docs/dokumenty/Договор-Ростелеком-интернет.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOC,30 КБ,31232,docs/dokumenty/Заявление-на-вселение-в-общежитие-несов-2026.doc,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,13 КБ,13733,docs/dokumenty/Заявление-на-вселение-в-общежитие-совер-2026.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,557 КБ,570390,docs/dokumenty/Изменения-в-устав-обложка-2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,301 КБ,308357,docs/dokumenty/Кодекс-профессиональной-этики.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,215 КБ,220382,docs/dokumenty/Коллективный-договор-01.12.2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,246 КБ,252436,docs/dokumenty/Коллективный-договор-01.12.2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1309579,docs/dokumenty/Коллективный-договор-2022-25-г..pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1075058,docs/dokumenty/Коллективный-договор-2022-25-г..zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,82 КБ,84382,docs/dokumenty/Коллективный-договор-Титульный-лист-01.12.2025.pdf,
